oare_id,transliteration,translation
076bf725-426a-445c-8c5d-0386627c9458,a-na-ku dam-qá-tim a-šé-e-a-kum a-ta lam-ni-iš té-pu-uš-a-ni <gap> ta-ṣa-ba-at ú i-a-tí be-li ki-ma NINDA e-kà-lá-ni ki-ma a-ma-kam tù-ša-ḫi-zi-ni um-ma a-ta-ma ší-im am-tim a-na me-er-i-a lá ta-dí-ni a-na ší-a-tí a-na me-er-i-kà lá a-dí-ší ší-im URUDU ù KÙ.BABBAR ba-áb-tám ša nu-a-am ú-ša-zi-za-ku-ni šé-bi₄-lam-ma ù šu-up-ra-am-ma a-ma-at-kà a-ša ki-ma ku-a-tí lá-dí-in,"While I am bent on doing what is good for you, you have treated me badly and you have seized <gap> As for me, my lord is consuming me like bread. As you instructed me there, saying: 'You must not give the price of the slave-girl to my son!', for that reason I have not given her to your son. Send me the price of the copper and the outstanding silver for which I made the native responsible to you and send me a message then I will give your slave-girl to your representative."""
0785386c-bea4-4fde-beef-bcb5dc63f220,1 ma-na KÙ.BABBAR i-ṣé-er a-li-li ù kà-ar-ší-ni wa-al-dí-lúm ù IŠTAR-lá-ma-sí i-šu-ú a-na ša tù-ùḫ-tù-ḫa-nim 1.5 ma-na KÙ.BABBAR ù 2 UDU.ḪI.A i-du-nu IGI bé-li-kà-ù bé-el-tí-kà IGI wa-al-dí-lim ù kà-ar-ni-kà-šu,Alili and Karšini owe 1 mina of silver to Waldi-ilum and Ištar-lamassī. They will give 1.5 mina of silver plus 2 sheep by the feast for Tuhtuhānum. Before your lord and your lady. Witnessed by Waldi-ilum and Karnikašu.
07a52b72-c4d6-4aa2-8d1c-2e3ba0024509,a-na ša-lim-a-šùr qí-bi-ma um-ma {d}IM.GAL-ma a-na ṭup-pí a-šu-mì i-dí-a-bi-im ša ta-áš-pu-ra-ni a-šùr-ma-lik ù ša-lim-a-šur áš-al-ma um-ma a-na-ku-ma i-nu-mì i-sú-ri-ik a-wa-tim ša i-dí-a-bi-im iš-tí me-ra-ni iš-tí GUDU₄ ša IŠTAR ù É za-ak-ta-a ù a-li ta-ad-mì-iq-tám i-dí-nu-šu-ni a-wa-tim ig-mu-ru i-nu-mì-šu-ma KÙ.BABBAR ša ša-qá-lim iš-qú-ul ù ší-tí KÙ.BABBAR ṭup-pí-šu ú-ḫa-ri-mu ša i-dí-a-bu-um ḫa-bu-lu-ma šál-ma-a-šùr qá-ta-tù-ni um-ma šu-nu-ma ṭup-pu-um šu-um-šu ú-lá ḫa-ri-im KÙ.BABBAR ú-šé-bi-lam-ma a-na a-wi-li ni-iš-qú-ul um-ma šu-nu-ma ke-na i-sú-ri-ik i-na ma-aḫ-ri-ni e-ta-wu-šu-um um-ma šu-ut-ma ḫa-bu-ul a-ḫi-kà lu a-na-kam lu i-na GÁN-lim šu-qú-ul-ma ù a-lik-ma i-na KÙ.BABBAR-áp a-ḫi-kà le-qé šu-ma KÙ.BABBAR-áp a-ḫi-kà lá-šu i-na na-ru-qí-kà šu-qúl a-na a-wa-tim a-ni-a-tim ša i-sú-ri-ik i-na ma-aḫ-ri-šu-nu e-ta-wu-ku-ni ú-šé-ra-sú-nu-ma KÁ DINGIR ṭup-pá-áš-nu a-lá-qe ṭup-pa-am ša qá-tí-kà É be-ta-tim ni-ip-te-ma ṭup-pu-um is-te-nu-um-ma sal-ti-kà ša KISIB u-ku-a ú ṭup-pa-e-su ù ší-na 2 ta-aḫ-ší-is-ta-an i-ba-ší-a ša DUMU en-na-nim ṭup-pá-am ni-iš-e-ma lá-šu a-šu-mì DUMU i-ba-a-a a-lu-um dí-nam i-ḫa-am-ri-im i-dí-in-ma ma-ma-an ra-b-ša-am iṣ-bu-tù ù ṭup-pá-am a-na ša-sú-ḫi-im il5-qé-ú lu i-na a-lim{ki} lu i-na GÁNA-lim ṭup-pu-šu-nu i-mu-tùs kà-ru-um kà-ni-iš dí-in KÙ.BABBAR ù KÙ.GI i-dí-a-an šu-ma a-wi-lúm na-dí-tám i-za-kàr a-na kà-ri-im i-pá-té-ma šu-ma ša 3 a-wa-tim a-na a-lim{ki} i-la-kam su-ma lá 3 a-wa-tim a-na a-lim{ki} lá i-lá-kam ša i-lá-kà-ni lá i-ba-lá-aṭ a-šùr-ma-lik ù šál-ma-a-šur aṣ-ba-at-ma um-ma a-na-ku-ma a-šu-mì ú-ṭí-ti-im na-áš-pá-ar-ti ša-lim-a-šur ta-áš-me-a qí-bi-a-nim-ma ma-lá ú-ṭù-tù-um ša-áp-kà-at-ni tí-ir-tí a-na a-wi-lim : li-li-ik um-ma šu-nu-ma a-ta : a-na ú-ṭí-tí-im tù-sà-na-aq-ni-a-tí: ni-a-a-tù-ba ta-ad-mì-qá-tù-ni a-li li-li-kam-ma ú-ṭá-ta-am ma-ma-an i-ta-ba-al um-ma šu-nu-ma iš-tù: MU.5.ŠÈ a-na tí-ir-tí-šu i-ze-za-am lá ni-mu-a um-ma a-na-ku-ma mì-šu lu-mu-un li-bi₄-ku-nu um-ma šu-nu-ma a-lá-an ta-ad-mì-qá-tim ša ni-dí-nu-šu-ni mi-ma ša-ni-a-am lu-mu-un li-bi-im lá ni-šu-šu-um a-bi₄ a-ta be-lí a-ta a-na šál-ṭim lá ta-ša-kà-na-ni ša tí-ir-tí a-dí u₄-mì-im a-nim lá i-li-kà-ku-ni um-ma a-na-ku-ma mì-nam a-wa-tim ma-šu-ha-tim lá-áš-pu-ra-šu-um 10 GÍN KÙ.BABBAR huraṣānum a-ma-kam a-na be-a-li-im iq-bi-a-am um-ma a-na-ku-ma iš-tí ša-lim-a-šur me-eh-ra-tim al-qé KÙ.BABBAR šé-bi₄-lam,"To Šalim-Aššur from Adad-rabi: as to the tablets concerning Iddin-abum that you wrote to me about - I asked Aššur-malik and Šalim-Aššur, saying: When Issu-arik cleared up Iddin-abum's affairs with Merani, with the Ištar-priest and Zaktaya's firm, and where he gave him a free loan, at that time he paid what silver he could - and did they certify his tablets for the rest of the silver, stating that Iddin-abum owed it, and that Šalim-Aššur was the guarantor?"" They answered: ""No tablet at all was certified. He sent us the silver and we paid the men."" They continued: ""It is true that Issu-arik discussed with him in our presence and said: 'Pay the debt of your brother, both here and abroad, and then go and take it again out of your brother's silver. If there is no silver belonging to your brother, then pay out of your joint-stock capital.'"" For these words which Issu-arik discussed with you in their presence I shall lead them off, and I shall receive a tablet with their statement in the Gate of the God. As to the tablet concerning your share, we opened Bēlātum's house, and there is only a single tablet, and it concerned your funds and was sealed by Ukuwa and his partners. Also, 2 memoranda are present. As for Ennānum's son we searched for the tablet but it was not there. The City assembly has rendered a verdict in the sacred precinct concerning Ibaya's son, stating that whoever has hired an attorney and received a tablet concerning extradition - in the City as well as abroad - their tablets are invalid. The Kanesh colony will render a verdict concerning silver and gold. If a man makes a formal statement involving a deposition, he must reveal it to the colony, and if it concerns the three words he must go to the City; if it does not involve the three words he must not come to the City; he who comes anyway will not live. I seized Aššur-malik and Šalim-Aššur and said: ""You have heard the missive of Šalim-Aššur concerning grain. Speak up and send word to the man about how much grain has been stored."" They answered: ""Now pressure us for the grain, but our own free loans, where are they?"" He may come and someone will take away the grain. They continued: ""The last five years we have been unwilling to follow his orders."" I said: ""Why are you angry?"" They answered: ""Apart from the free loans that we gave to him we have no other quarrel with him."" My dear father, my dear lord - do not treat me harshly because word from me has not reached you until today! I said to myself: ""Why should I send insulting words to him?"" huraṣānum offered me 10 shekels of silver to dispose of there, but I said: ""I have received a similar amount from Šalim-Aššur."" So send me the money!"""
07e7a1b1-4d8d-4363-996b-e29d43fe77e4,1 ku-ta-num 2 šu-re-en₆ ša šu-ku-bi-im a-na 0.6666 ma-na KÙ.BABBAR i-bu-ru-uš-ḫa-tim ta-ad-nu ŠÀ.BA ša 25 ma-na URUDU KÙ-áp-šu a šu-mì šu-ku-bi₄-im ú-ṣa-ḫi-ru ša 15 ma-na URUDU a šu-mì-a ú-ṣa-ḫi-ru ší-tí KÙ.BABBAR-pì-šu 14 GÍN ŠÀ.BA 10 GÍN KÙ.BABBAR i-na kà-ni-iš ša-lim-a-šùr i-dí-in 4 GÍN KÙ.BABBAR a-na-ku a-na-pá-al ŠÀ.BA 0.5 ma-na LÁ 2 GÍN KÙ.BABBAR té-pu-ul-šum 2 GÍN KÙ i-tu-me-li-a a-dí-šum 1.6666 GÍN KÙ.BABBAR ú-kúl-tí ANŠE ù da-a-sú ša a-dí wa-aḫ-šu-ša-na 3 GÍN KÙ.BABBAR ša 30 TÚG.ḪI.A iš-tù ú-lá-ma a-dí bu-ru-uš-ḫa-tim ù É wa-áb-ri,"1 kutānum textile (and) 2 dark textiles belonging to Šu-Kūbum have been sold in Burušhattum for 0.6666 mina of silver. From it they deducted the silver equivalent of 25 minas of copper for Šu-Kūbum's account and that of 15 minas of copper for my account. The rest of his silver is 14 shekels. Thereof: 10 shekels of silver Šalim-ahum gave in Kanesh (and) I myself will pay 4 shekels of silver. Of this amount you paid him 28 shekels of silver, 2 shekels of silver I gave him in Tumeliya. 1.6666 shekel of silver fodder for the donkey and road-tax for it until Wahšušana, 3 shekels of silver (expenses) for 30 textiles (transported) from Ulama until Burušhattum and (for) the cost of the inn."
0802d7e7-1be2-42b7-913b-62861455f45e,0.3333 ma-na 1.5 GÍN KÙ.BABBAR i-ṣé-er ḫa-bi-a ù a-ší-tí-šu a-lá-ḫu-um i-šu,habiya and his wife owe 0.3333 mina 1.5 shekel of silver to Ali-ahum.
080d13ab-4e1a-4865-86b0-1018f7a43b93,<gap> zi <gap> a-na al <gap> a-na u₄-mu e-ṭá-ri-im iṭ-ra-ni i-na 11 ma-na KÙ.BABBAR ša ṭup-pí-kà 5 ma-na KÙ.BABBAR <gap> 2 ma-na-e-en KÙ.BABBAR ša i-na ḫa-ra-nim ša-qá-lam qá-bi₄-a-tí-ni-ma lá ta-áš-qú-lá-ni KÙ.BABBAR šé-bi-lam ku-ta-ni SIG₅ ú ḫu-sà-ra-am lá-áš-a-ma-kum-ma ki-ma i-na e-lá-i-a KÙ.BABBAR 10 ma-na ni-lá-qé-ú ú-ša-bi-ru ta-ma-ar i-<gap> AN.NA ù TÚG.ḪI.A a-na KÙ.BABBAR dí-na a-na ba-a-ba-tí-a ša nu-a-e i-ḫi-id-ma KÙ.BABBAR ša-áš-qí-il₅-ma šé-bi₄-lam a-na-kam a-mu-tám SIG₅ ḫu-sà-ra-am SIG₅ É a-lim{ki} a-mu-ur-ma a-dí KÙ.BABBAR lá iš-qú-lu-ni a-mu-tám ù ḫu-sà-ra-am lá u-šu-ru a-ḫi a-ta i-ḫi-id-ma AN.NA ù TÚG.ḪI.A a-na KÙ.BABBAR ta-e-er-ma ù i-na ba-ab-tí-a KÙ.BABBAR 10 ma-na ša-áš-qí-lá-ma KÙ.BABBAR šé-bi-lam-ma a-mu-tám ù ḫu-sà-ra-am lu-šé-ṣí-a-ma ki-ma i-na ba-ab É.GAL-lim <gap> ma-na ṣú-ba-tám ta-<gap>-tim a-ni-ša-am li-ta-al-ku-nim <gap>,"<gap> Save me while I can still be saved. Of the 11 minas of silver from your tablet, 5 minas of silver <gap> the two minas of silver that you promised to pay during the journey and which you have not paid - send the silver. I shall buy good and lapis lazuli for you, and you will see that we shall take 10 minas of silver <gap> when I come up <gap> Sell the tin and textiles for silver. Pay attention to my outstanding claims with Anatolians, have the silver paid and send it to me. I have seen good iron and good lapis lazuli here in the City Hall, but as long as they have not paid the silver, they will not release the iron and lapis lazuli. My dear brother, take care to convert the tin and textiles to silver and then have some 10 minas of silver from my outstanding claims paid, and send me the silver so I can take out the iron and the lapis lazuli, and since in the palace gate <gap> they should come here. <gap> of others <gap> "
0819f9cd-c0a0-4be4-9307-040881cbb5db,KIŠIB bu-bu-ra-nu-um a-na a-bi₄-a DUMU be-e-be ù a-šùr-DU₁₀ <gap>-nu a-bi₄-a šu-ma a-ḫu-a a-tù-nu iḫ-da,"Sealed by Buburānum; to Abiya son of Bebe and Aššur-ṭab. <gap> Abiya. If you are truly my brothers, take care!"
081aacd7-46bb-4ca3-9040-3ec3f433084c,a-na Ša-lim-A-šur qí-bi-ma um-ma {d}IM-GAL-ma a-na-kam Šu-Ištar A-šur-ma-lik ù Ša-lim-A-šur iš-me-ú-ma um-ma šu-nu-ma a-wa-tum a-ni-tum a-ma-lá ša ṭup-pí-šu ša iš-pu-ra-ni  ke-na I-šú-ri-ik i-na ma-ab-ri-ni e-tù-wu Šu-Ištar a-wa-tám i-šu um-ma šu-nu-ma Šu-Ištar a-wa-sú li-il₅-qé-a-ma a-na ba-áb DINGIR nu-ri-id-ma ṭup-pá-am lu ni-dí-na-kum i-na ṭup-pí-kà <gap> lu A-lá-ha-am ù <gap> A-šur-ma-lik ù <gap> ša DUMU Puzur₄-SA.TU<gap> i-na u₄-mì-im : iš-té-en<gap> KÁ DINGIR : ṭup-pá-<gap> DUMU I-ba-a-a : a-n<gap> um-ma né-nu-ma a-wi-lum be-el na-ru-qí-im ú-šà-ṣa-ha-am<gap> ú e <gap> <gap> ma-na KÙ.BABBAR <gap> ša DAM.GÀR <gap> tù-ni-ni<gap> <gap> 4 1/3 GÍN KÙ.BABBAR <gap> ší-tí <gap> three lines broken away <gap> <gap> KÙ.GI ù <gap> 1/3 ma-na <gap> e-zi-ib 1 ma-na <gap> 1 me-at 56 TÚG ku-ta-nu 12 ma-na 18 GÍN KÙ.BABBAR it-bu-lu : 6 ANŠE ṣa-lá-me 5/6 ma-na 5 GÍN it-bu-lu 1 2/3 ma-na KÙ.BABBAR 5 GÍN <gap> AN.NA-ak qá-tim 2 1/3 ma-na KÙ.BABBAR it-ba-al : a-na 3 kà-ṣa-ri 1/3 ma-na 5 GÍN TA KÙ.BABBAR be-ú-lá-tù-šu-nu 3 GÍN KÙ.BABBAR a-na lu-bu-ší-šu-nu <gap> ma-na LÁ 1 GÍN KÙ.BABBAR ša-du-ú-tum 8 1/3 GÍN KÙ.BABBAR wa-ṣí-tum 1/3 ma-na 4 GÍN KÙ.BABBAR lu ú-nu-ut ANŠE lu ú-ku-ul-ta-áš-nu : ŠUNIGIN 19 ma-na 4 1/3 GÍN KÙ.BABBAR lu-qú-tám a-ni-tám Pì-lá-ah-Ištar a-na DAM.GÀR-ri-im : i-ra-de₈ i-na KÙ.GI-šu : 1 ma-na i-ba-ší <gap> 4 ma-na KÙ.BABBAR ší-tí KÙ.BABBAR-pì-šu 4 5/6 ma-na 5 <gap> GÍN <gap> a-na 10 u₄-me-e ša-am-ma² : ša ma-la ta-be- <gap> šu-ma lu-bu-šum ù ra-qú-tum i-ba-ší : a-ša-a-am <gap> ù ku-ta-nam SIG₅ a-ša-am-ma i- a-ta-be-a-ma : a-tá-lá-kam,"To Šalim-Aššur from Adad-rabi: Here Šu-Ištar, Aššur-malik and Šalim-Aššur heard (your letter), and they said: This matter is correct as he wrote about it in his letter. Issu-arik spoke (thus) with us as witnesses."" Šu-Ištar raised the matter and they said: ""Let Šu-Ištar take a lawsuit and we shall go down to the Gate of the God and give you a tablet."" <gap> in your letter <gap> both Ali-Ahum and <gap> Aššur-malik and <gap> concerning Puzur-šadu'e's son <gap> on one day <gap> at the Gate of the God the tablet <gap> Ibaya's son to <gap> We said: ""The man will extradite the owner of a joint stock capital."" <gap> minas of silver <gap> belonging to a merhcant <gap> 4.3333 shekels of silver <gap> left 0.3333 mina <gap> 156 kutānum textiles cost 12 minas 18 shekels of silver; 6 black donkeys cost 0.8333 mina 5 shekels; 1.6666 mina of silver, 5 shekels <gap> tin for expenses cost 2.3333 mina of silver; for 3 harnessors: 0.3333 mina 5 shekels each were their working capitals; 3 shekels of silver for their clothes; <gap> mina less 1 shekel of silver: transport tariff; 8.3333 shekels of silver: export duty; 0.3333 mina 4 shekels of silver: both harness for the donkeys and their fodder - in all: 19 minas 4.3333 shekels of silver. Pilah-Ištar leads these goods to the merchant. 1 mina of his gold is available. <gap> 4 minas of silver. The rest of his silver: 4.8333 minas 5-<gap> shekels. <gap> buy in 10 days <gap> if clothes and a thin textile are available I shall buy it. I shall buy <gap> and a good and <gap> I shall set out and leave."""
083853f6-0552-42cf-8bf9-33bd469fb345,a-na i-dí-a-bi-im i-tur₄-DINGIR ku-ku-wa a-dí-da ù a-lá-ḫi-im qí-bi-ma um-ma en-um-a-šùr-ma a-šu-mì lu-qú-tim ša a-bi-ni a-šar ša-lá-mì-ša a-ṣé-er ša ki-ma a-bi-ni ù a-ṣé-ri-ku-nu a-dí ma-lá ú ší-ni-šu áš-pu-ra-ku-nu-tí i-na tí-ir-tí-ku-nu ḫa-ra-an sú-qí-ni-ma a-šé-ru-ub lu-qú-tim ta-áš-ta-na-pá-ra-nim um-ma a-tù-nu-ma a-šar ša-lá-am lu-qú-tim ša a-bi-kà mì-li-ik ú a-na-kam a-wa-at e-kál-li ša ša-lá-ša-at šu-nu-tí da-na-ma a-šar iš-té-en₆ a-wa-sú-nu ša-ak-na-at ú i-na ḫa-ra-an sú-qí-nim-ma DUMU a-zu-za-a iṣ-bu-tù-ma a-dí u₄-mì-im a-nim kà-li-i a-dí KÙ.BABBAR ša a-dí ší-ni-šu áš-pu-ra-ku-nu-tí-ni-ma šu-ut ú-lá e-zi-ba-ni a-ba-ú-a bé-lu-a a-tù-nu KÙ.BABBAR 1 ma-na tí-ri a ma-lá lu-qú-tim ša a-bi-ni ša-lá-mì-ša ša i-<gap> i-na KÙ.BABBAR-áp a-bi-a iš-tí ba-tí-qí-im šé-bi-lá-nim-ma lu-qú-tám lá-áš-lu-ùḫ iḫ-da-ma lá a-sá-ḫu-ur ú a-ta mì-nam ša a-ma-kam ta-ta <gap> i ḫa ri ú,"To Iddin-abum, Itūr-ilī, Kukawa, Adida and Ali-ahum from Ennam-Aššur: Once or twice I have written to our father's representatives and to you about how to deal with our father's goods in a safe manner. In your instructions you keep writing to me about bringing the goods on the Narrow Track. You wrote: Decide about the safety of your father's goods!"" However, here the orders of the palaces, three of them, are strict, and they have made common cause. So, they have seized Azuzaya's son on the narrow track and he is detained until this day. As to the silver that I wrote you about twice, and which he has not left for me, my dear fathers, every mina of tiri-silver as saving our father's goods <gap> Send me some of my father's silver with an express caravan so I can dispatch the goods. Take care so I am not delayed and indeed, why is that there you have<gap>"""
088d9eb0-06e6-4d59-94d1-b1546b8a3d7e,um-ma i-lu-a-ma a-na sú-e-a qí-bi-ma 49 TÚG.ḪI.A ša a-šùr-i-mì-tí 1 TÚG ša bu-ur-sú-in 1 TÚG ša la-qé-ep 1 TÚG ša i-ku-pí-a ŠU.NÍGIN 52 TÚG.ḪI.A qá-dum ša ta-ad-mì-qá-tim ù 2 ANŠE ù ú-nu-sú-nu a-na zu-ba ap-qí-id-ma a-ṣé-er ḫu-ra-ṣa-nim i-ra-dí a-ma-kam a-ta ù i-na-sú-in ki-ma ni-a-tí i-ša-ḫa-at zu-ba i-zi-za-ma TÚG.ḪI.A a-na ḫu-ra-ṣa-nim pì-iq-da pá-zu-ur-tám ša-bu ku-nu-ki ša sí-sí-kà-tim pì-iq-da a-šu-mì 2 TÚG ša ḫa-al-qú-ni a-na šu-IŠTAR ù e-lá-li lá kà-áš-du,"From Iluwa to Sueyya: 49 textiles belonging to Aššur-imittī, 1 textile belonging to Būr-Suen, 1 textile belonging to Lā-qēp, 1 textile belonging to Ikūn-pīya - in all I entrusted to Zuba 52 textiles including those of the, plus 2 donkeys and their harness, and he leads it to huraṣānum. You and Enna-Suen should assist Zuba there on our behalf and entrust the textiles to huraṣānum. He has been paid the smuggling-fee. Entrust them with sealings on the hems. Concerning 2 textiles that were lost they have not reached Šu-Ištar and Elāli."
08be4fa5-528d-4cd7-a3b9-a7f6452b61d1,4 ḫi-dim KÙ.BABBAR <gap> ḫu-bu-li ša <gap> i-ší-it 15 ḫi-dim ší-im TÚG.ḪI.A SIG₅ ša i-a-li-a ub-lu-ni a-ḫa-ma i-nu-mì ša-lim-ar-dí ù i-a-li-a i-tu-ru-ni 2 ku-ta-ni SIG₅ DIRI <gap>-ma-an 1.5 ma-na 4 ḫi-dim KÙ.BABBAR lu-bu-šu-um ki-<gap> 10 <gap> ḫi-dim 5 <gap> 4 ḫi-dim TA 0.5 ma-na KÙ.BABBAR <gap> ŠU.NÍGIN 5 ma-na KÙ.BABBAR iš-tí <gap> ša qá-tí <gap>,"4 silver beads, the debt of <gap>, remains. 15 beads, the price of the fine textiles that Ialiya brought. Further, when Šalim-wardī and Ialiya return, 2 extra-fine kutānus <gap> 1 ½ mina. 4 silver beads, a dress <gap> l0+<gap> beads <gap> 4 beads <gap> ½ mina of silver <gap> In all, 5 minas of silver with <gap>"
08e99ff7-a5ee-4cae-93f5-6aa4d24f5b33,<gap> TÚG ku-ta-ni <gap> 1.5 GÍN.TA a-na 2 ma-na 6.5 GÍN KÙ.BABBAR a-na ir-nu-id a-dí-in ù-ku-ta-ni a-na <gap> ma-na 2 GÍN KÙ.BABBAR a-ḫu-qar il₅-qé <gap> ku-ta-ni SIG₅-tim <gap> ma-na KÙ.BABBAR <gap> i-dí-in <gap> ku-sí-tám <gap> ma-na 8 GÍN <gap> il₅-qé <gap> ma lu-kà-i-il₅ a-na-aḫ-DINGIR i-dí-in <gap> ší-tí KÙ.BABBAR DUMU <gap>-ḫi-im <gap> 0.5 ma-na.TA <gap> il₅-qé <gap> ta <gap> šu-ut-ma il₅-qé e-zi-ib ša 0.6666 ma-na i-nu-mì <gap>,"I sold <gap> kutānu-textiles at <gap> 1.5 shekels a piece for 2 minas 6.5 shekels of silver to Irnuid. Also, Ahu-waqar took kutānus for <gap> mina 2 shekels of silver. <gap> fine kutānus <gap> mina silver <gap> he sold <gap> took a kīsitu for <gap> mina 8 shekels of silver. <gap> I shall hold <gap> Anah-ilī sold <gap>  the rest of the silver the son of <gap> he took at ½ mina each <gap> he too took <gap> Apart from 2/3 mina when <gap>"
08f7b5b5-8a52-43af-a30a-ad9c11ce8de7,lu-lu en-nam-a-šur ù a-bu-um-ša-lim ša ki-ma a-šùr-DU₁₀ DUMU e-lá-ma a-na a-šur-DU₁₀ DUMU a-lá-ḫi-im iṣ-bu-tù-ni-a-tí-ma um-ma šu-nu-ma ší-im 21 GÚ 9 ma-na URUDU ma-sí-im ša a-šur-DU₁₀ DUMU e-lá-ma ša i-na É-tí-kà i-ni-id-ú a-na ší-mì-im ta-dí-šu um-ma a-šur-DU₁₀-ma a-dí-šu-ma 17.8333 ma-na 2 GÍN KÙ.BABBAR ší-im-šu na-áš-a-ku eq-lam a šu-mì a-šur-DU₁₀ DUMU e-lá-ma KÙ.BABBAR e-tí-iq a-na a-wa-tim a-ni-a-tim kà-ru-um bu-ru-uš-ḫa-tum i-dí-ni-a-tí-ma ší-bu-tí-ni IGI GÍR ša a-šur ni-dí-in IGI i-ku-pì-a IGI ú-ṣú-ur-ša-a-šur,"Lullu, Ennam-Aššur and Abu-šalim, representing Aššur-ṭāb, the son of Elamma, seized us against Aššur-ṭāb, son of Ali-ahum, and they said: ""As for the price of 21 talents 9 minas of purified copper belonging to Aššur-ṭāb, son of Elamma, which had been deposited in your house, did you sell it?"" Aššur-ṭāb answered: ""I sold it and its price, 17 minas and 53 shekels of silver, I have with me, it will go overland in the name of Aššur-ṭāb son of Elamma"". For these words the Burušhattum colony made us available and we gave our testimony before Aššur's dagger. Witnessed by Ikuppiya (and) by Uṣur-ša-Aššur."
08f81f6d-d352-437c-bc65-c47d964f597d,a-na en-nam-a-šur qí-bi-ma um-ma ša-ta-na-ma 30 ma-na URUDU SIG₅ ku-nu-ki-a a-lu-ú-a na-áš-a-ku-um a-ma-kam ma-lá ta-le-e-ú a-na KÙ.BABBAR ta-e-er-ma,To Ennam-Aššur from Šāt-Anna: Aluwa brings you 30 minas of good copper under my seal. Convert it to silver there as best you can.
091abe17-bf55-4912-b402-15442365622a,a-na a-lá-ḫi-im ú zu-ku-a qí-bi-ma um-ma PUZUR₄-a-šur-ma 13 ma-na AN.NA en-nam-a-šur a-mì-ša-am ub-lam a-ḫu-a a-tù-nu šu-ma AN.NA i-dí-na-ku-nu-ti AN.NA ku-un-kà-ma šé-bi-lá-nim šu-ma KÙ.BABBAR qá-dí AN.NA i-dí-na-ku-nu-ti ší-ma-am ša ba-lá-ṭí-a ša-ma-ma iš-tí a-li-ki pá-ni-ú-tí-ma šé-bi-lá-nim šu-ma dam-qá-a a-na a-lim{ki} ḫa-ra-šu 1 ma-na KÙ.BABBAR dí-na-šu-ma ki-ma a-na-ku AN.NA a-ma-kam ú-šé-li-a-ku-ni šu-ut AN.NA šál-ma-am lu-šé-li-am,"To Ali-ahum and Zukuwa from Puzur-Aššur: Ennam-Aššur brought 13 minas of tin there. My dear brothers, if he has given you the tin, then seal the tin and send it here. If he has given you silver together with the tin, then make a profitable purchase for me and send it here with the very first travellers. If Damqaya is on his way to the City, then give him a mina of silver, and just as I brought up tin for him, he too should bring up tin without deductions for me."
